AAPL R735QTJ8XC9X,AAPL,20200630,3330,2593998975,931156895399.059,62128750,60820416,9515,1618006224,171210197,1
AAPL R735QTJ8XC9X,AAPL,20200930,2105,3238509099,372680064632,7147831,6956785,323322,2623557761,84837625,1
AIG R735QTJ8XC9X,AIG,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1
AIG R735QTJ8XC9X,AIG,20200930,331,231804858,6408482425,663838,1214438,0,201654104,4691194,1
BNO UN3IMQ2JU1YD,BNO,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0
BNO UN3IMQ2JU1YD,BNO,20200930,16,4039083,42489888,10100,3600,0,441164,0,0
EEM SNQLASP67O85,EEM,20200630,1096,402276414,16096524604,162866492,266937301,941231,298688854,30555320,1
EEM SNQLASP67O85,EEM,20200930,676,189056625,8333895191,10985396,8660843,395147,159274840,3654000,1
GOOCV VP83T1ZUHROL,GOOG,20200630,2567,224503711,311711387305,3153704,4007761,864,145036346,12170834,1
GOOCV VP83T1ZUHROL,GOOG,20200930,1546,62362925,91046110589,10336,13543,1434,51488073,1547501,1
GOOG T1AZ164W5VTX,GOOGL,20200630,2794,233439382,327006704860,5357763,5656871,5140,152202474,18129403,1
GOOG T1AZ164W5VTX,GOOGL,20200930,1682,70683585,102961001549,112289,59218,4237,63343731,2102442,1
IBM R735QTJ8XC9X,IBM,20200630,1949,506133101,60869035152,10227584,12215460,32374,302631960,43346758,1
IBM R735QTJ8XC9X,IBM,20200930,1214,201960857,24403422612,206673,200876,38428,151692949,12139456,1
IWM RV0PWMLXVHPH,IWM,20200630,1521,296188765,42214674601,163309923,274619253,258484,200044339,23736139,1
IWM RV0PWMLXVHPH,IWM,20200930,916,107194763,15873277195,5939690,13383377,90100,88241958,10330204,1
NB R735QTJ8XC9X,BAC,20200630,2093,5922315493,141162273409.821,107387568,157832032,187805,4005786010,536801725,1
NB R735QTJ8XC9X,BAC,20200930,1236,1510747467,36094926754,12476425,1859618,368177,1254808865,39602911,1
QQQ RIWIV7K5Z9LX,QQQ,20200630,1627,207267367,51683550361,107813897,213108396,28650,105427099,20820134,1
QQQ RIWIV7K5Z9LX,QQQ,20200930,1031,97614454,27114752867,12458674,9111772,52480,48382851,17902640,1
SPY R735QTJ8XC9X,SPY,20200630,2451,584361679,183646124549,369138221,542627960,313306,389655013,40614362,1
SPY R735QTJ8XC9X,SPY,20200930,1510,155734138,52565215724,113193667,38961213,417191,104294589,9036597,1
USO THORT68ZZSYT,USO,20200630,206,29971680,839934396,37942528,62688308,446,26766200,879630,1
USO THORT68ZZSYT,USO,20200930,96,3399060,95712590,2742650,1434420,416,1408231,0,0
UW R735QTJ8XC9X,WM,20200630,1325,304456491,32195543671,1541045,1920563,53618,198447769,19384570,1
UW R735QTJ8XC9X,WM,20200930,790,108785914,12258610204,25145,51495,60206,86200372,4190674,1
